区域,小区名称,户型,面积,价格(万),单价(元/平米),性质,朝向,装修,是否有电梯,楼层,建筑年代,楼型
海淀,交大东路31号院 ,2室1厅,69.9,625,89414,房本满五年,东西,其他,无电梯,中楼层(共6层)1992年建板楼,,-
,,,,,,,,,,,,
海淀,人济山庄 ,3室1厅,162.57,1480,91038,房本满五年,西,简装,无,中楼层(共26层)2003年建塔楼,,-
,,,,,,,,,,,,
海淀,冠城大通百旺府 ,2室1厅,99.39,750,75461,房本满五年,南,精装,无,底层(共11层)2016年建板楼,,-
,,,,,,,,,,,,
海淀,门头馨村 ,2室1厅,90.84,525,57794,房本满五年,南北,简装,无电梯,中楼层(共4层)2004年建板楼,,-
,,,,,,,,,,,,
海淀,王致和腐乳厂宿舍 ,3室1厅,69.5,510,73382,房本满五年,南北,其他,无,中楼层(共5层)1985年建板楼,,-
,,,,,,,,,,,,
海淀,舒至嘉园 ,3室2厅,122.17,1010,82672,房本满五年,南西,简装,有电梯,高楼层(共19层)2003年建塔楼,,-
,,,,,,,,,,,,
海淀,水文大院 ,2室1厅,56.6,490,86573,房本满五年,东西,简装,无电梯,顶层(共6层)1996年建板楼,,-
,,,,,,,,,,,,
海淀,绿波漫板 ,1室0厅,57.1,490,85815,房本满五年,东,简装,有电梯,中楼层(共14层)2004年建板塔结合,,-
,,,,,,,,,,,,
海淀,冠城北园 ,3室2厅,148.8,1325,89046,房本满五年,东北,简装,有电梯,中楼层(共19层)1999年建塔楼,,-
,,,,,,,,,,,,
海淀,翠微北里 ,2室1厅,56.9,460,80844,房本满五年,南北,简装,无电梯,顶层(共6层)1980年建板楼,,-
,,,,,,,,,,,,
海淀,玉海园五里 ,2室1厅,80.5,608,75528,,南西北,精装,无电梯,低楼层(共6层)1998年建板楼,,-
,,,,,,,,,,,,
海淀,蜂鸟家园 ,1室0厅,62.35,870,139535,,南,精装,有电梯,高楼层(共16层)2004年建板楼,,-
,,,,,,,,,,,,
海淀,翠微东里 ,2室1厅,80.9,715,88381,,南,简装,有电梯,低楼层(共18层)1988年建塔楼,,-
,,,,,,,,,,,,
海淀,八宝庄 ,3室1厅,83.4,592,70984,,东南,简装,有电梯,顶层(共16层)1991年建塔楼,,-
,,,,,,,,,,,,
海淀,三里河路5号院 ,2室1厅,61.12,610,99804,,东北,简装,无,低楼层(共15层)1989年建塔楼,,-
,,,,,,,,,,,,
海淀,玉海园五里 ,3室2厅,142.69,998,69942,,南北,精装,无,底层(共6层)1999年建板楼,,-
,,,,,,,,,,,,
海淀,兰园 ,2室1厅,93.33,560,60003,,南北,简装,无电梯,中楼层(共6层)1997年建板楼,,-
,,,,,,,,,,,,
海淀,文成杰座 ,2室1厅,102.9,950,92323,,西北,精装,有电梯,低楼层(共20层)2006年建塔楼,,-
,,,,,,,,,,,,
海淀,五月华庭 ,2室1厅,62.13,590,94963,,南,精装,有电梯,中楼层(共12层)2004年建板塔结合,,-
,,,,,,,,,,,,
海淀,骚子营 ,2室1厅,60.91,460,75522,,南北,简装,无电梯,中楼层(共6层)1993年建板楼,,-
,,,,,,,,,,,,
海淀,复兴路甲49号 ,2室1厅,63.3,660,104266,,南,简装,无电梯,顶层(共6层)1982年建板楼,,-
,,,,,,,,,,,,
海淀,东升园 ,2室1厅,72.58,830,114357,,东西,精装,无电梯,顶层(共6层)1996年建板楼,,-
,,,,,,,,,,,,
海淀,豪柏大厦 ,1室0厅,89.74,403,44908,,西,简装,有电梯,高楼层(共18层)2005年建板塔结合,,-
,,,,,,,,,,,,
海淀,民族大学家属院 ,1室2厅,47.34,410,86608,房本满五年,南北,简装,有电梯,顶层(共14层)1985年建板塔结合,,-
,,,,,,,,,,,,
海淀,兰园 ,2室1厅,93.33,560,60003,房本满五年,南北,简装,无电梯,中楼层(共6层)1997年建板楼,,-
,,,,,,,,,,,,
海淀,金沟河5号院 ,1室1厅,43.1,325,75407,房本满五年,西,精装,无电梯,中楼层(共6层)1993年建板楼,,-
,,,,,,,,,,,,
海淀,科技大学 ,2室1厅,61.22,560,91474,房本满五年,南北,其他,无电梯,顶层(共5层)1980年建板楼,,-
,,,,,,,,,,,,
海淀,蓟门南里 ,2室1厅,54.5,460,84404,房本满五年,南,其他,无电梯,中楼层(共6层)1983年建板楼,,-
,,,,,,,,,,,,
海淀,宝盛北里 ,1室1厅,68.42,440,64309,房本满五年,南,精装,无电梯,底层(共6层)2004年建板楼,,-
,,,,,,,,,,,,
海淀,骚子营 ,2室1厅,60.91,460,75522,房本满五年,南北,简装,无电梯,中楼层(共6层)1993年建板楼,,-
,,,,,,,,,,,,
海淀,金谷园 ,1室1厅,57.82,580,100312,房本满五年,南,简装,无电梯,中楼层(共7层)1998年建板楼,,-
,,,,,,,,,,,,
海淀,花园村小区 ,2室1厅,67.7,615,90842,房本满五年,东南西,简装,无电梯,中楼层(共5层)1996年建板楼,,-
,,,,,,,,,,,,
海淀,豪柏大厦 ,1室0厅,89.74,403,44908,房本满五年,西,简装,有电梯,高楼层(共18层)2005年建板塔结合,,-
,,,,,,,,,,,,
海淀,高第小区 ,1室1厅,76.47,718,93894,房本满五年,北,精装,有电梯,中楼层(共16层)2005年建板塔结合,,-
,,,,,,,,,,,,
海淀,复兴路甲49号 ,2室1厅,63.3,660,104266,房本满五年,南,简装,无电梯,顶层(共6层)1982年建板楼,,-
,,,,,,,,,,,,
海淀,东升园 ,2室1厅,72.58,830,114357,房本满五年,东西,精装,无电梯,顶层(共6层)1996年建板楼,,-
,,,,,,,,,,,,
海淀,邮局宿舍 ,2室1厅,57.4,499,86934,房本满五年,东西,精装,无电梯,高楼层(共6层)1997年建板楼,,-
,,,,,,,,,,,,
海淀,知春东里 ,1室1厅,47.2,500,105933,房本满五年,南,精装,无电梯,中楼层(共6层)1988年建板楼,,-
,,,,,,,,,,,,
海淀,皂君东里 ,2室1厅,64.5,605,93799,房本满五年,南北,精装,无电梯,顶层(共6层)1983年建板楼,,-
,,,,,,,,,,,,
海淀,五月华庭 ,2室1厅,62.13,590,94963,房本满五年,南,精装,有电梯,中楼层(共12层)2004年建板塔结合,,-
,,,,,,,,,,,,
海淀,高巢 ,1室0厅,54.74,380,69420,房本满五年,东北,简装,有电梯,高楼层(共15层)2005年建塔楼,,-
,,,,,,,,,,,,
海淀,长河湾 ,1室0厅,69.85,710,101647,房本满五年,北,精装,有电梯,中楼层(共16层)2005年建板塔结合,,-
,,,,,,,,,,,,
海淀,皂君东里 ,2室1厅,54.3,515,94844,房本满五年,南北,简装,无电梯,顶层(共6层)1982年建板楼,,-
,,,,,,,,,,,,
海淀,砂轮厂宿舍 ,2室1厅,59.6,385,64598,房本满五年,南北,简装,无电梯,底层(共7层)1998年建板楼,,-
,,,,,,,,,,,,
海淀,王庄路27号院 ,1室1厅,42.5,360,84706,房本满五年,南,精装,无电梯,顶层(共6层)1989年建板楼,,-
,,,,,,,,,,,,
海淀,上地东里 ,2室1厅,61.88,850,137363,房本满五年,南北,精装,无电梯,中楼层(共6层)1993年建板楼,,-
,,,,,,,,,,,,
海淀,加气混凝土厂宿舍 ,2室1厅,61.9,430,69467,房本满五年,南北,简装,无电梯,顶层(共6层)1993年建板楼,,-
,,,,,,,,,,,,
海淀,学院派 ,1室1厅,61.03,500,81927,房本满五年,西南,精装,有电梯,中楼层(共21层)2009年建塔楼,,-
,,,,,,,,,,,,
海淀,玉阜嘉园 ,2室1厅,71.81,502,69907,房本满五年,北,简装,有电梯,底层(共12层)2003年建板塔结合,,-
,,,,,,,,,,,,
海淀,青年公寓 ,1室1厅,41.22,420,101893,房本满五年,南,精装,有电梯,中楼层(共17层)1992年建板塔结合,,-
,,,,,,,,,,,,
海淀,甘家口小区 ,1室1厅,54.6,440,80587,房本满五年,东南,精装,有电梯,中楼层(共9层)1994年建板塔结合,,-
,,,,,,,,,,,,
海淀,水利局小区 ,2室1厅,79.1,560,70797,,南北,简装,无电梯,中楼层(共6层)1999年建板楼,,-
,,,,,,,,,,,,
海淀,颐慧佳园 ,1室1厅,58.72,555,94517,,西,简装,有电梯,高楼层(共9层)2005年建板塔结合,,-
,,,,,,,,,,,,
海淀,沁春家园 ,2室1厅,108.93,635,58295,房本满五年,西北,简装,有电梯,中楼层(共21层)2004年建塔楼,,-
,,,,,,,,,,,,
海淀,温泉路45号院 ,2室1厅,74.64,447,59888,房本满五年,南北,简装,无电梯,中楼层(共6层)1996年建板楼,,-
,,,,,,,,,,,,
海淀,金隅美和园 ,1室1厅,60.34,400,66292,房本满五年,东西,精装,无电梯,中楼层(共9层)2008年建板楼,,-
,,,,,,,,,,,,
海淀,颐慧佳园 ,1室1厅,58.72,555,94517,房本满五年,西,简装,有电梯,高楼层(共9层)2005年建板塔结合,,-
,,,,,,,,,,,,
海淀,西山公馆 ,1室1厅,69.97,650,92897,房本满五年,东,精装,无,中楼层(共6层)2011年建板楼,,-
,,,,,,,,,,,,
海淀,北京林业大学校内 ,2室1厅,56.7,558,98413,房本满五年,南北,简装,无电梯,中楼层(共5层)1979年建板楼,,-
,,,,,,,,,,,,
海淀,红联北村 ,2室1厅,56.9,482,84711,房本满五年,南北,其他,无电梯,顶层(共6层)1984年建板楼,,-
,,,,,,,,,,,,
海淀,新外大街15号院 ,2室1厅,50,440,88000,房本满五年,南,其他,无,高楼层(共6层)1970年建板楼,,-
,,,,,,,,,,,,
海淀,小营东路7号院 ,2室1厅,89.78,555,61818,房本满五年,东西,精装,无,低楼层(共6层)2001年建板楼,,-
,,,,,,,,,,,,
海淀,志强南园 ,1室1厅,46.27,416,89908,房本满五年,南,简装,无,高楼层(共16层)1992年建塔楼,,-
,,,,,,,,,,,,
海淀,文慧园15号16公寓 ,1室1厅,52.85,410,77579,房本满五年,东北,精装,有电梯,高楼层(共22层)2004年建塔楼,,-
,,,,,,,,,,,,
海淀,复兴路30号院 ,3室1厅,78,700,89744,房本满五年,南北,简装,有电梯,高楼层(共16层)1985年建板塔结合,,-
,,,,,,,,,,,,
海淀,中关村南大街40号 ,1室1厅,50.7,475,93689,房本满五年,南西,精装,有电梯,中楼层(共22层)1991年建塔楼,,-
,,,,,,,,,,,,
海淀,北京印象 ,1室0厅,56.07,448,79901,房本满五年,东南西,其他,无,高楼层(共11层)2003年建板塔结合,,-
,,,,,,,,,,,,
海淀,当代城市家园 ,1室0厅,44.29,380,85799,房本满五年,南,精装,有电梯,高楼层(共12层)2002年建板塔结合,,-
,,,,,,,,,,,,
海淀,稻香园 ,2室1厅,86.12,798,92662,房本满五年,西北,简装,有电梯,高楼层(共16层)1992年建板塔结合,,-
,,,,,,,,,,,,
海淀,稻香园 ,2室1厅,55.5,520,93694,房本满五年,南,简装,无电梯,高楼层(共6层)1992年建板楼,,-
,,,,,,,,,,,,
海淀,地质附中 ,2室1厅,64.87,550,84785,房本满五年,东西,精装,无,高楼层(共7层)1992年建板楼,,-
,,,,,,,,,,,,
海淀,国家计委宿舍 ,3室1厅,77.9,760,97561,房本满五年,东西,精装,无,中楼层(共16层)1988年建塔楼,,-
,,,,,,,,,,,,
海淀,今典花园 ,2室1厅,72.82,680,93381,房本满五年,西北,简装,有电梯,中楼层(共25层)2002年建塔楼,,-
,,,,,,,,,,,,
海淀,五月华庭 ,1室0厅,42.64,350,82083,房本满五年,东,精装,无,中楼层(共12层)2004年建板塔结合,,-
,,,,,,,,,,,,
海淀,信息学院家属楼 ,2室1厅,67.6,430,63610,房本满五年,南北,其他,无,顶层(共6层)1985年建板楼,,-
,,,,,,,,,,,,
海淀,学知园 ,2室1厅,84.8,680,80189,房本满五年,西南,精装,有电梯,中楼层(共19层)1998年建塔楼,,-
,,,,,,,,,,,,
海淀,厢白旗甲1号院 ,2室1厅,60.63,565,93189,房本满五年,南北,精装,无,高楼层(共6层)1996年建板楼,,-
,,,,,,,,,,,,
海淀,建材城西一里 ,2室1厅,54.6,330,60440,房本满五年,南北,简装,无,中楼层(共5层)1979年建板楼,,-
,,,,,,,,,,,,
海淀,水木天成 ,2室1厅,97.71,655,67036,房本满五年,西南,简装,无,中楼层(共28层)2005年建塔楼,,-
,,,,,,,,,,,,
海淀,青云北区 ,2室1厅,58.4,520,89042,房本满五年,南,精装,无电梯,顶层(共6层)1985年建板楼,,-
,,,,,,,,,,,,
海淀,强佑清河新城 ,1室0厅,62.55,399,63789,房本满五年,北,简装,无,低楼层(共27层)2009年建板塔结合,,-
,,,,,,,,,,,,
海淀,红联北村 ,2室1厅,57.2,480,83917,,南北,简装,无,顶层(共6层)1984年建板楼,,-
,,,,,,,,,,,,
海淀,轮胎厂宿舍 ,2室1厅,66.4,370,55723,,东西,简装,无,中楼层(共6层)2002年建板楼,,-
,,,,,,,,,,,,
海淀,稻香园 ,2室1厅,55.5,520,93694,房本满五年,南,简装,无电梯,高楼层(共6层)1992年建板楼,,-
,,,,,,,,,,,,
海淀,地质附中 ,2室1厅,64.87,550,84785,房本满五年,东西,精装,无,高楼层(共7层)1992年建板楼,,-
,,,,,,,,,,,,
海淀,信息学院家属楼 ,2室1厅,67.6,430,63610,房本满五年,南北,其他,无,顶层(共6层)1985年建板楼,,-
,,,,,,,,,,,,
海淀,学知园 ,2室1厅,84.8,680,80189,房本满五年,西南,精装,有电梯,中楼层(共19层)1998年建塔楼,,-
,,,,,,,,,,,,
海淀,厢白旗甲1号院 ,2室1厅,60.63,565,93189,房本满五年,南北,精装,无,高楼层(共6层)1996年建板楼,,-
,,,,,,,,,,,,
海淀,东升园 ,1室1厅,59.8,660,110368,房本满五年,南北,简装,无,低楼层(共6层)1996年建板楼,,-
,,,,,,,,,,,,
海淀,静淑东里 ,2室1厅,85.18,610,71614,房本满五年,东西,简装,无,低楼层(共14层)1999年建板塔结合,,-
,,,,,,,,,,,,
海淀,锦秋知春 ,1室1厅,73.54,720,97906,房本满五年,北,精装,无,底层(共26层)2003年建塔楼,,-
,,,,,,,,,,,,
海淀,建材城西一里 ,2室1厅,54.6,330,60440,房本满五年,南北,简装,无,中楼层(共5层)1979年建板楼,,-
,,,,,,,,,,,,
海淀,轮胎厂宿舍 ,2室1厅,66.4,370,55723,房本满五年,东西,简装,无,中楼层(共6层)2002年建板楼,,-
,,,,,,,,,,,,
海淀,强佑清河新城 ,1室0厅,62.55,399,63789,房本满五年,北,简装,无,低楼层(共27层)2009年建板塔结合,,-
,,,,,,,,,,,,
海淀,水木天成 ,2室1厅,97.71,655,67036,房本满五年,西南,简装,无,中楼层(共28层)2005年建塔楼,,-
,,,,,,,,,,,,
海淀,五月华庭 ,1室0厅,42.64,350,82083,房本满五年,东,精装,无,中楼层(共12层)2004年建板塔结合,,-
,,,,,,,,,,,,
海淀,复兴路77号院 ,2室1厅,53.6,398,74254,房本满五年,南,简装,无,顶层(共5层)1974年建板楼,,-
,,,,,,,,,,,,
海淀,永金里小区 ,1室1厅,59.16,385,65078,房本满五年,南北,简装,无,顶层(共6层)1998年建板楼,,-
,,,,,,,,,,,,
海淀,静源居 ,1室1厅,84.87,780,91906,房本满五年,北,其他,无,高楼层(共23层)2002年建塔楼,,-
,,,,,,,,,,,,
海淀,芙蓉里 ,2室1厅,63.9,650,101722,房本满五年,南北,简装,无电梯,顶层(共6层)1985年建板楼,,-
,,,,,,,,,,,,
海淀,皂君庙7号院 ,2室1厅,62.12,490,78880,房本满五年,东西北,简装,无电梯,顶层(共6层)1994年建板楼,,-
,,,,,,,,,,,,
海淀,皂君东里 ,2室1厅,58.1,495,85198,房本满五年,东西,精装,无电梯,顶层(共6层)1988年建板楼,,-
,,,,,,,,,,,,
海淀,机械研究院东区 ,2室1厅,56.8,558,98240,房本满五年,南北,精装,无,顶层(共6层)1982年建板楼,,-
,,,,,,,,,,,,
海淀,保利西山林语 ,4室1厅,170.81,1000,58545,房本满五年,东南北,精装,有电梯,底层(共8层)2010年建板塔结合,,-
,,,,,,,,,,,,
海淀,西山壹号院 ,4室3厅,290.69,3100,106643,房本满五年,南北,毛坯,有电梯,底层(共6层)2011年建板楼,,-
,,,,,,,,,,,,
海淀,索家坟 ,3室1厅,62.9,510,81082,房本满五年,东西,精装,无,底层(共6层)1980年建板楼,,-
,,,,,,,,,,,,
海淀,玉海园三里 ,6室2厅,191.51,1150,60050,,南北,精装,无电梯,顶层(共6层)2000年建板楼,,-
,,,,,,,,,,,,
海淀,六建 ,2室1厅,59.9,538,89817,,南北,简装,有电梯,高楼层(共14层)1988年建板塔结合,,-
,,,,,,,,,,,,
海淀,二里庄北里 ,1室1厅,42.1,319,75772,,西南,简装,无电梯,中楼层(共6层)1992年建板楼,,-
,,,,,,,,,,,,
海淀,亮甲店小区 ,1室1厅,52,382,73462,,南,其他,无电梯,低楼层(共7层)1998年建板楼,,-
,,,,,,,,,,,,
海淀,嘉慧苑 ,3室1厅,275.04,1100,39995,,东西,简装,有电梯,中楼层(共19层)2000年建塔楼,,-
,,,,,,,,,,,,
海淀,北洼西里 ,1室1厅,59.77,490,81981,,南,精装,有电梯,低楼层(共18层)1990年建塔楼,,-
,,,,,,,,,,,,
海淀,动力厂宿舍 ,2室1厅,62.1,450,72464,,南,精装,无电梯,中楼层(共6层)1983年建板楼,,-
,,,,,,,,,,,,
海淀,劳动关系学院 ,2室1厅,74,700,94595,房本满五年,南北,简装,无,底层(共3层)1987年建板楼,,-
,,,,,,,,,,,,
海淀,永定路109号院 ,2室1厅,51.1,485,94912,房本满五年,东,简装,无电梯,顶层(共5层)1980年建板楼,,-
,,,,,,,,,,,,
海淀,展春园 ,2室1厅,58,530,91380,房本满五年,南北,简装,无电梯,中楼层(共6层)1989年建板楼,,-
,,,,,,,,,,,,
海淀,永定路西里 ,1室1厅,54.22,560,103283,房本满五年,南北,其他,有电梯,中楼层(共12层)1998年建板楼,,-
,,,,,,,,,,,,
海淀,保利西山林语 ,2室1厅,90.38,500,55322,房本满五年,南北,精装,有电梯,中楼层(共8层)2010年建板塔结合,,-
,,,,,,,,,,,,
海淀,动力厂宿舍 ,2室1厅,62.1,450,72464,房本满五年,南,精装,无电梯,中楼层(共6层)1983年建板楼,,-
,,,,,,,,,,,,
海淀,品阁公寓 ,1室1厅,72.96,593,81278,房本满五年,东,精装,有电梯,中楼层(共11层)2004年建板塔结合,,-
,,,,,,,,,,,,
海淀,玉海园二里 ,1室1厅,73.9,530,71719,房本满五年,东南,简装,有电梯,低楼层(共10层)1998年建板塔结合,,-
,,,,,,,,,,,,
海淀,铁道科学研究院 ,2室1厅,64.1,555,86584,房本满五年,南北,精装,无电梯,顶层(共6层)1994年建板楼,,-
,,,,,,,,,,,,
海淀,翠微南里 ,2室1厅,53.6,495,92351,房本满五年,南北,精装,无,中楼层(共5层)1985年建板楼,,-
,,,,,,,,,,,,
海淀,玉海园三里 ,6室2厅,191.51,1150,60050,房本满五年,南北,精装,无电梯,顶层(共6层)2000年建板楼,,-
,,,,,,,,,,,,
海淀,西直门北大街43号院 ,2室1厅,59.6,510,85571,房本满五年,南北,精装,无,顶层(共6层)1992年建板楼,,-
,,,,,,,,,,,,
海淀,光大花园 ,2室1厅,86.32,1060,122799,房本满五年,西南,精装,有电梯,低楼层(共17层)2000年建塔楼,,-
,,,,,,,,,,,,
海淀,交科院 ,2室1厅,58.7,439,74788,房本满五年,南,简装,无电梯,低楼层(共3层)1957年建板楼,,-
,,,,,,,,,,,,
海淀,永泰东里 ,1室1厅,44.68,305,68264,房本满五年,南,简装,无电梯,中楼层(共6层)1996年建板楼,,-
,,,,,,,,,,,,
海淀,永泰西里 ,1室1厅,45.55,294,64545,房本满五年,西,简装,无电梯,顶层(共6层)1997年建板楼,,-
,,,,,,,,,,,,
海淀,龙翔路小区 ,2室1厅,58.3,495,84906,房本满五年,南北,简装,无,中楼层(共6层)1998年建板楼,,-
,,,,,,,,,,,,
海淀,逸成东苑 ,2室1厅,75.6,610,80688,房本满五年,南北,精装,有电梯,顶层(共17层)2003年建塔楼,,-
,,,,,,,,,,,,
海淀,农林科学院宿舍 ,2室1厅,79.16,760,96009,房本满五年,南北,精装,无电梯,底层(共6层)1997年建板楼,,-
,,,,,,,,,,,,
海淀,西三环北路101号院 ,2室1厅,71.5,750,104896,,南,简装,有电梯,低楼层(共15层)1990年建塔楼,,-
,,,,,,,,,,,,
海淀,远洋风景 ,1室1厅,72.86,720,98820,,东西,其他,有电梯,高楼层(共12层)2002年建板楼,,-
,,,,,,,,,,,,
海淀,宝盛北里 ,2室1厅,104.52,660,63146,,南北,精装,无电梯,高楼层(共6层)2004年建板楼,,-
,,,,,,,,,,,,
海淀,保利西山林语 ,2室1厅,90.53,530,58545,,南北,精装,有电梯,底层(共8层)2010年建板塔结合,,-
,,,,,,,,,,,,
海淀,海清园 ,2室1厅,88.29,500,56632,,东南,其他,有电梯,高楼层(共18层)2001年建塔楼,,-
,,,,,,,,,,,,
海淀,海赋国际 ,2室1厅,143.6,1500,104457,,南,其他,有电梯,低楼层(共14层)2005年建板塔结合,,-
,,,,,,,,,,,,
海淀,国家计委宿舍 ,3室1厅,86.3,810,93859,,东南北,简装,无,高楼层(共16层)1988年建塔楼,,-
,,,,,,,,,,,,
海淀,西山公馆 ,3室2厅,150.98,1350,89416,,南北,精装,无,高楼层(共6层)2011年建板楼,,-
,,,,,,,,,,,,
海淀,芙蓉里 ,3室1厅,103.8,1050,101157,,西北,其他,有电梯,低楼层(共16层)1988年建塔楼,,-
,,,,,,,,,,,,
海淀,今典花园 ,2室1厅,67.75,675,99631,,西,精装,无,高楼层(共19层)1999年建塔楼,,-
,,,,,,,,,,,,
海淀,牡丹园东里 ,2室1厅,73.8,670,90786,,南北,简装,无,高楼层(共12层)1997年建板塔结合,,-
,,,,,,,,,,,,
海淀,远洋风景 ,1室1厅,72.86,720,98820,房本满五年,东西,其他,有电梯,高楼层(共12层)2002年建板楼,,-
,,,,,,,,,,,,
海淀,宝盛北里 ,2室1厅,104.52,660,63146,房本满五年,南北,精装,无电梯,高楼层(共6层)2004年建板楼,,-
,,,,,,,,,,,,
海淀,今典花园 ,2室1厅,67.75,675,99631,房本满五年,西,精装,无,高楼层(共19层)1999年建塔楼,,-
,,,,,,,,,,,,
海淀,牡丹园东里 ,2室1厅,73.8,670,90786,房本满五年,南北,简装,无,高楼层(共12层)1997年建板塔结合,,-
,,,,,,,,,,,,
海淀,观林园 ,2室1厅,99.03,730,73716,房本满五年,南北,其他,无,底层(共6层)2011年建板楼,,-
,,,,,,,,,,,,
海淀,芙蓉里 ,3室1厅,103.8,1050,101157,房本满五年,西北,其他,有电梯,低楼层(共16层)1988年建塔楼,,-
,,,,,,,,,,,,
海淀,红联北村 ,4室1厅,112.77,899,79720,房本满五年,东西,其他,无电梯,低楼层(共6层)1992年建板楼,,-
,,,,,,,,,,,,
海淀,永定路57号院 ,3室1厅,84.4,630,74645,房本满五年,南北,简装,无,中楼层(共6层)1988年建板楼,,-
,,,,,,,,,,,,
海淀,怡美家园 ,3室2厅,140.72,1050,74617,房本满五年,南北,简装,有电梯,低楼层(共9层)2001年建板楼,,-
,,,,,,,,,,,,
海淀,翠微路2号院 ,2室1厅,44.9,425,94655,房本满五年,南北,精装,无电梯,顶层(共6层)1996年建板楼,,-
,,,,,,,,,,,,
海淀,小南庄社区 ,2室1厅,65.74,580,88227,房本满五年,南北,简装,无电梯,高楼层(共6层)1995年建板楼,,-
,,,,,,,,,,,,
海淀,晨月园 ,2室1厅,81.84,780,95308,房本满五年,西南,精装,有电梯,底层(共17层)2007年建塔楼,,-
,,,,,,,,,,,,
海淀,晨月园 ,2室2厅,82.8,828,100000,房本满五年,西南,精装,有电梯,中楼层(共17层)2007年建塔楼,,-
,,,,,,,,,,,,
海淀,五道口嘉园 ,3室1厅,125.91,1350,107220,房本满五年,西,精装,无,中楼层(共28层)2005年建塔楼,,-
,,,,,,,,,,,,
海淀,今典花园 ,1室1厅,59.38,535,90098,,东,简装,有电梯,低楼层(共26层)1999年建塔楼,,-
,,,,,,,,,,,,
海淀,农影小区 ,2室1厅,52.73,606,114926,,西南,精装,无电梯,底层(共6层)1982年建板楼,,-
,,,,,,,,,,,,
海淀,主语家园 ,2室1厅,133.91,1730,129192,,西南,精装,有电梯,顶层(共18层)2007年建塔楼,,-
,,,,,,,,,,,,
海淀,天兆家园 ,2室1厅,118.44,1184,99967,,南,精装,有电梯,底层(共22层)2003年建板塔结合,,-
,,,,,,,,,,,,
海淀,保利西山林语 ,1室1厅,48.89,299,61158,,西北,精装,无,高楼层(共8层)2010年建板塔结合,,-
,,,,,,,,,,,,
海淀,上地南路6号院 ,2室1厅,83.64,680,81301,,南北,精装,无,底层(共7层)1998年建板楼,,-
,,,,,,,,,,,,
海淀,西三环北路105号院 ,2室1厅,70.56,776,109978,,东北,其他,有电梯,中楼层(共18层)1998年建塔楼,,-
,,,,,,,,,,,,
海淀,北洼路50号院 ,2室1厅,51.25,450,87805,,东,精装,无,高楼层(共6层)1996年建板楼,,-
,,,,,,,,,,,,
海淀,甘家口小区 ,2室1厅,61.4,540,87948,,南北,简装,无,高楼层(共6层)1996年建板楼,,-
,,,,,,,,,,,,
海淀,芙蓉里 ,1室1厅,43.6,380,87156,,西,精装,有电梯,低楼层(共15层)1988年建板塔结合,,-
,,,,,,,,,,,,
海淀,东升园 ,2室1厅,83.7,800,95580,,南北,精装,无电梯,顶层(共6层)1996年建板楼,,-
,,,,,,,,,,,,
海淀,高梁桥斜街丙40号院 ,1室1厅,48.3,430,89027,,西,简装,无,中楼层(共9层)1992年建板塔结合,,-
,,,,,,,,,,,,
海淀,科育小区 ,2室1厅,66.45,820,123402,,南北,毛坯,无电梯,中楼层(共4层)1975年建板楼,,-
,,,,,,,,,,,,
海淀,科源小区 ,1室1厅,44.8,582,129911,,东西,简装,无电梯,中楼层(共6层)1992年建板楼,,-
,,,,,,,,,,,,
海淀,兰园 ,2室1厅,93.33,550,58931,,东西,简装,无电梯,顶层(共6层)1997年建板楼,,-
,,,,,,,,,,,,
海淀,清华园铁路宿舍 ,3室1厅,66.4,700,105422,,南,简装,无电梯,底层(共6层)1982年建板楼,,-
,,,,,,,,,,,,
海淀,交大东路56号院 ,2室1厅,51.3,487,94932,房本满五年,南,精装,有电梯,低楼层(共18层)1990年建塔楼,,-
,,,,,,,,,,,,
海淀,清华园铁路宿舍 ,3室1厅,66.4,700,105422,房本满五年,南,简装,无电梯,底层(共6层)1982年建板楼,,-
,,,,,,,,,,,,
海淀,砂轮厂宿舍 ,2室1厅,59.6,260,43625,房本满五年,南北,简装,无电梯,地下室(共7层)1998年建板楼,,-
,,,,,,,,,,,,
海淀,芙蓉里 ,1室1厅,43.6,380,87156,房本满五年,西,精装,有电梯,低楼层(共15层)1988年建板塔结合,,-
,,,,,,,,,,,,
海淀,东升园 ,2室1厅,83.7,800,95580,房本满五年,南北,精装,无电梯,顶层(共6层)1996年建板楼,,-
,,,,,,,,,,,,
海淀,钟表南园 ,2室1厅,58.4,495,84761,房本满五年,南北,精装,无电梯,顶层(共6层)1993年建板楼,,-
,,,,,,,,,,,,
海淀,志强园 ,2室1厅,65.6,555,84604,房本满五年,南北,精装,无电梯,顶层(共6层)1993年建板楼,,-
,,,,,,,,,,,,
海淀,逸成东苑 ,2室1厅,75.6,680,89948,房本满五年,南北,精装,有电梯,顶层(共17层)2003年建塔楼,,-
,,,,,,,,,,,,
海淀,上庄家园西区 ,2室1厅,70.2,395,56268,房本满五年,南北,精装,无电梯,中楼层(共5层)1993年建板楼,,-
,,,,,,,,,,,,
海淀,西郊宾馆 ,2室1厅,57.6,608,105556,房本满五年,南北,精装,无,高楼层(共6层)1985年建板楼,,-
,,,,,,,,,,,,
海淀,东王庄 ,1室1厅,49.3,402,81542,房本满五年,西,精装,无,顶层(共6层)1995年建板楼,,-
,,,,,,,,,,,,
